Mod:Item:MetaData, Localized Name
animania:entity_egg_hog_duroc, item.animania_entity_egg_hog_duroc.name
animania:entity_egg_chick_leghorn, item.animania_entity_egg_chick_leghorn.name
animania:entity_egg_hen_leghorn, item.animania_entity_egg_hen_leghorn.name
animania:entity_egg_rooster_leghorn, item.animania_entity_egg_rooster_leghorn.name
animania:entity_egg_chick_orpington, item.animania_entity_egg_chick_orpington.name
animania:entity_egg_hen_orpington, item.animania_entity_egg_hen_orpington.name
animania:entity_egg_rooster_orpington, item.animania_entity_egg_rooster_orpington.name
animania:entity_egg_chick_plymouth_rock, item.animania_entity_egg_chick_plymouth_rock.name
animania:entity_egg_hen_plymouth_rock, item.animania_entity_egg_hen_plymouth_rock.name
animania:entity_egg_rooster_plymouth_rock, item.animania_entity_egg_rooster_plymouth_rock.name
animania:entity_egg_chick_rhode_island_red, item.animania_entity_egg_chick_rhode_island_red.name
animania:entity_egg_hen_rhode_island_red, item.animania_entity_egg_hen_rhode_island_red.name
animania:entity_egg_rooster_rhode_island_red, item.animania_entity_egg_rooster_rhode_island_red.name
animania:entity_egg_chick_wyandotte, item.animania_entity_egg_chick_wyandotte.name
animania:entity_egg_hen_wyandotte, item.animania_entity_egg_hen_wyandotte.name
animania:entity_egg_rooster_wyandotte, item.animania_entity_egg_rooster_wyandotte.name
animania:entity_egg_calf_angus, item.animania_entity_egg_calf_angus.name
animania:entity_egg_cow_angus, item.animania_entity_egg_cow_angus.name
animania:entity_egg_bull_angus, item.animania_entity_egg_bull_angus.name
animania:entity_egg_calf_friesian, item.animania_entity_egg_calf_friesian.name
animania:entity_egg_cow_friesian, item.animania_entity_egg_cow_friesian.name
animania:entity_egg_bull_friesian, item.animania_entity_egg_bull_friesian.name
animania:entity_egg_calf_hereford, item.animania_entity_egg_calf_hereford.name
animania:entity_egg_cow_hereford, item.animania_entity_egg_cow_hereford.name
animania:entity_egg_bull_hereford, item.animania_entity_egg_bull_hereford.name
animania:entity_egg_calf_holstein, item.animania_entity_egg_calf_holstein.name
animania:entity_egg_cow_holstein, item.animania_entity_egg_cow_holstein.name
animania:entity_egg_bull_holstein, item.animania_entity_egg_bull_holstein.name
animania:entity_egg_calf_longhorn, item.animania_entity_egg_calf_longhorn.name
animania:entity_egg_cow_longhorn, item.animania_entity_egg_cow_longhorn.name
animania:entity_egg_bull_longhorn, item.animania_entity_egg_bull_longhorn.name
animania:entity_egg_calf_highland, item.animania_entity_egg_calf_highland.name
animania:entity_egg_cow_highland, item.animania_entity_egg_cow_highland.name
animania:entity_egg_bull_highland, item.animania_entity_egg_bull_highland.name
animania:entity_egg_calf_jersey, item.animania_entity_egg_calf_jersey.name
animania:entity_egg_cow_jersey, item.animania_entity_egg_cow_jersey.name
animania:entity_egg_bull_jersey, item.animania_entity_egg_bull_jersey.name
animania:entity_egg_calf_mooshroom, item.animania_entity_egg_calf_mooshroom.name
animania:entity_egg_cow_mooshroom, item.animania_entity_egg_cow_mooshroom.name
animania:entity_egg_bull_mooshroom, item.animania_entity_egg_bull_mooshroom.name
animania:entity_egg_toad, item.animania_entity_egg_toad.name
animania:entity_egg_frog, item.animania_entity_egg_frog.name
animania:entity_egg_kid_alpine, item.animania_entity_egg_kid_alpine.name
animania:entity_egg_buck_alpine, item.animania_entity_egg_buck_alpine.name
animania:entity_egg_doe_alpine, item.animania_entity_egg_doe_alpine.name
animania:entity_egg_kid_angora, item.animania_entity_egg_kid_angora.name
animania:entity_egg_buck_angora, item.animania_entity_egg_buck_angora.name
animania:entity_egg_doe_angora, item.animania_entity_egg_doe_angora.name
animania:entity_egg_kid_fainting, item.animania_entity_egg_kid_fainting.name
animania:entity_egg_buck_fainting, item.animania_entity_egg_buck_fainting.name
animania:entity_egg_doe_fainting, item.animania_entity_egg_doe_fainting.name
animania:entity_egg_kid_kiko, item.animania_entity_egg_kid_kiko.name
animania:entity_egg_buck_kiko, item.animania_entity_egg_buck_kiko.name
animania:entity_egg_doe_kiko, item.animania_entity_egg_doe_kiko.name
animania:entity_egg_kid_kinder, item.animania_entity_egg_kid_kinder.name
animania:entity_egg_buck_kinder, item.animania_entity_egg_buck_kinder.name
animania:entity_egg_doe_kinder, item.animania_entity_egg_doe_kinder.name
animania:entity_egg_kid_nigerian_dwarf, item.animania_entity_egg_kid_nigerian_dwarf.name
animania:entity_egg_buck_nigerian_dwarf, item.animania_entity_egg_buck_nigerian_dwarf.name
animania:entity_egg_doe_nigerian_dwarf, item.animania_entity_egg_doe_nigerian_dwarf.name
animania:entity_egg_kid_pygmy, item.animania_entity_egg_kid_pygmy.name
animania:entity_egg_buck_pygmy, item.animania_entity_egg_buck_pygmy.name
animania:entity_egg_doe_pygmy, item.animania_entity_egg_doe_pygmy.name
animania:entity_egg_lamb_friesian, item.animania_entity_egg_lamb_friesian.name
animania:entity_egg_ewe_friesian, item.animania_entity_egg_ewe_friesian.name
animania:entity_egg_ram_friesian, item.animania_entity_egg_ram_friesian.name
animania:entity_egg_lamb_suffolk, item.animania_entity_egg_lamb_suffolk.name
animania:entity_egg_ewe_suffolk, item.animania_entity_egg_ewe_suffolk.name
animania:entity_egg_ram_suffolk, item.animania_entity_egg_ram_suffolk.name
animania:entity_egg_lamb_dorper, item.animania_entity_egg_lamb_dorper.name
animania:entity_egg_ewe_dorper, item.animania_entity_egg_ewe_dorper.name
animania:entity_egg_ram_dorper, item.animania_entity_egg_ram_dorper.name
animania:entity_egg_lamb_dorset, item.animania_entity_egg_lamb_dorset.name
animania:entity_egg_ewe_dorset, item.animania_entity_egg_ewe_dorset.name
animania:entity_egg_ram_dorset, item.animania_entity_egg_ram_dorset.name
animania:entity_egg_lamb_merino, item.animania_entity_egg_lamb_merino.name
animania:entity_egg_ewe_merino, item.animania_entity_egg_ewe_merino.name
animania:entity_egg_ram_merino, item.animania_entity_egg_ram_merino.name
animania:entity_egg_lamb_jacob, item.animania_entity_egg_lamb_jacob.name
animania:entity_egg_ewe_jacob, item.animania_entity_egg_ewe_jacob.name
animania:entity_egg_ram_jacob, item.animania_entity_egg_ram_jacob.name
animania:entity_egg_buck_cottontail, item.animania_entity_egg_buck_cottontail.name
animania:entity_egg_doe_cottontail, item.animania_entity_egg_doe_cottontail.name
animania:entity_egg_kit_cottontail, item.animania_entity_egg_kit_cottontail.name
animania:entity_egg_buck_chinchilla, item.animania_entity_egg_buck_chinchilla.name
animania:entity_egg_doe_chinchilla, item.animania_entity_egg_doe_chinchilla.name
animania:entity_egg_kit_chinchilla, item.animania_entity_egg_kit_chinchilla.name
animania:entity_egg_buck_dutch, item.animania_entity_egg_buck_dutch.name
animania:entity_egg_doe_dutch, item.animania_entity_egg_doe_dutch.name
animania:entity_egg_kit_dutch, item.animania_entity_egg_kit_dutch.name
animania:entity_egg_buck_havana, item.animania_entity_egg_buck_havana.name
animania:entity_egg_doe_havana, item.animania_entity_egg_doe_havana.name
animania:entity_egg_kit_havana, item.animania_entity_egg_kit_havana.name
animania:entity_egg_buck_jack, item.animania_entity_egg_buck_jack.name
animania:entity_egg_doe_jack, item.animania_entity_egg_doe_jack.name
animania:entity_egg_kit_jack, item.animania_entity_egg_kit_jack.name
animania:entity_egg_buck_new_zealand, item.animania_entity_egg_buck_new_zealand.name
animania:entity_egg_doe_new_zealand, item.animania_entity_egg_doe_new_zealand.name
animania:entity_egg_kit_new_zealand, item.animania_entity_egg_kit_new_zealand.name
animania:entity_egg_buck_rex, item.animania_entity_egg_buck_rex.name
animania:entity_egg_doe_rex, item.animania_entity_egg_doe_rex.name
animania:entity_egg_kit_rex, item.animania_entity_egg_kit_rex.name
animania:entity_egg_buck_lop, item.animania_entity_egg_buck_lop.name
animania:entity_egg_doe_lop, item.animania_entity_egg_doe_lop.name
animania:entity_egg_kit_lop, item.animania_entity_egg_kit_lop.name
animania:entity_egg_peachick_charcoal, item.animania_entity_egg_peachick_charcoal.name
animania:entity_egg_peahen_charcoal, item.animania_entity_egg_peahen_charcoal.name
animania:entity_egg_peacock_charcoal, item.animania_entity_egg_peacock_charcoal.name
animania:entity_egg_peachick_opal, item.animania_entity_egg_peachick_opal.name
animania:entity_egg_peahen_opal, item.animania_entity_egg_peahen_opal.name
animania:entity_egg_peacock_opal, item.animania_entity_egg_peacock_opal.name
animania:entity_egg_peachick_peach, item.animania_entity_egg_peachick_peach.name
animania:entity_egg_peahen_peach, item.animania_entity_egg_peahen_peach.name
animania:entity_egg_peacock_peach, item.animania_entity_egg_peacock_peach.name
animania:entity_egg_peachick_purple, item.animania_entity_egg_peachick_purple.name
animania:entity_egg_peahen_purple, item.animania_entity_egg_peahen_purple.name
animania:entity_egg_peacock_purple, item.animania_entity_egg_peacock_purple.name
animania:entity_egg_peachick_taupe, item.animania_entity_egg_peachick_taupe.name
animania:entity_egg_peahen_taupe, item.animania_entity_egg_peahen_taupe.name
animania:entity_egg_peacock_taupe, item.animania_entity_egg_peacock_taupe.name
animania:entity_egg_peachick_blue, item.animania_entity_egg_peachick_blue.name
animania:entity_egg_peahen_blue, item.animania_entity_egg_peahen_blue.name
animania:entity_egg_peacock_blue, item.animania_entity_egg_peacock_blue.name
animania:entity_egg_peachick_white, item.animania_entity_egg_peachick_white.name
animania:entity_egg_peahen_white, item.animania_entity_egg_peahen_white.name
animania:entity_egg_peacock_white, item.animania_entity_egg_peacock_white.name
animania:item_cart, Horse Cart
animania:item_wagon, Covered Wagon
animania:item_tiller, Tiller
animania:hamster_food, Hamster Food
animania:carving_knife, Carving Knife
animania:salt, Salt
animania:blue_peacock_feather, Blue Peacock Feather
animania:white_peacock_feather, White Peacock Feather
animania:charcoal_peacock_feather, Charcoal Peacock Feather
animania:opal_peacock_feather, Opal Peacock Feather
animania:peach_peacock_feather, Peach Peacock Feather
animania:purple_peacock_feather, Purple Peacock Feather
animania:taupe_peacock_feather, Taupe Peacock Feather
animania:riding_crop, Riding Crop
animania:hamster_ball_clear, item.null.name
animania:hamster_ball_colored:0, Black Hamster Ball
animania:hamster_ball_colored:1, Red Hamster Ball
animania:hamster_ball_colored:2, Green Hamster Ball
animania:hamster_ball_colored:3, Brown Hamster Ball
animania:hamster_ball_colored:4, Blue Hamster Ball
animania:hamster_ball_colored:5, Purple Hamster Ball
animania:hamster_ball_colored:6, Cyan Hamster Ball
animania:hamster_ball_colored:7, Light Gray Hamster Ball
animania:hamster_ball_colored:8, Gray Hamster Ball
animania:hamster_ball_colored:9, Pink Hamster Ball
animania:hamster_ball_colored:10, Lime Hamster Ball
animania:hamster_ball_colored:11, Yellow Hamster Ball
animania:hamster_ball_colored:12, Light Blue Hamster Ball
animania:hamster_ball_colored:13, Magenta Hamster Ball
animania:hamster_ball_colored:14, Orange Hamster Ball
animania:hamster_ball_colored:15, White Hamster Ball
animania:wheel, Wheel
animania:milk_bottle, Bottle of Milk
animania:animania_manual, Animania Manual
animania:super_omelette, Super Omelette
animania:truffle_omelette, Truffle Omelette
animania:bacon_omelette, Bacon Omelette
animania:cheese_omelette, Cheese Omelette
animania:plain_omelette, Plain Omelette
animania:truffle, Truffle
animania:truffle_soup, Truffle Soup
animania:chocolate_truffle, Chocolate Truffle
animania:honey_bottle, Bottle of Honey
animania:raw_prime_beef, Raw Prime Beef
animania:cooked_prime_beef, Roast Prime Beef
animania:raw_prime_steak, Raw Prime Steak
animania:cooked_prime_steak, Roast Prime Steak
animania:raw_prime_pork, Raw Prime Pork
animania:cooked_prime_pork, Roast Prime Pork
animania:raw_prime_bacon, Raw Prime Bacon
animania:cooked_prime_bacon, Roast Prime Bacon
animania:raw_prime_chicken, Raw Prime Chicken
animania:cooked_prime_chicken, Roast Prime Chicken
animania:brown_egg, Egg
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_prime_mutton, Raw Prime Mutton
animania:cooked_prime_mutton, Roast Prime Mutton
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Roast Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_horse, Raw Horse
animania:cooked_horse, Cooked Horse
animania:raw_chevon, Raw Chevon
animania:cooked_chevon, Roast Chevon
animania:raw_prime_chevon, Raw Prime Chevon
animania:cooked_prime_chevon, Roast Prime Chevon
animania:raw_peacock, Raw Peacock
animania:cooked_peacock, Roast Peacock
animania:raw_prime_peacock, Raw Prime Peacock
animania:cooked_prime_peacock, Roast Prime Peacock
animania:friesian_cheese_wedge, Cheese Wedge (Friesian)
animania:holstein_cheese_wedge, Cheese Wedge (Holstein)
animania:jersey_cheese_wedge, Cheese Wedge (Jersey)
animania:goat_cheese_wedge, Cheese Wedge (Goat)
animania:sheep_cheese_wedge, Cheese Wedge (Sheep)
animania:entity_egg_random, item.animania_entity_egg_random.name
animania:entity_egg_cow_random, item.animania_entity_egg_cow_random.name
animania:entity_egg_pig_random, item.animania_entity_egg_pig_random.name
animania:entity_egg_chicken_random, item.animania_entity_egg_chicken_random.name
animania:entity_egg_peacock_random, item.animania_entity_egg_peacock_random.name
animania:entity_egg_dart_frog, item.animania_entity_egg_dart_frog.name
animania:entity_egg_goat_random, item.animania_entity_egg_goat_random.name
animania:entity_egg_sheep_random, item.animania_entity_egg_sheep_random.name
animania:entity_egg_rabbit_random, item.animania_entity_egg_rabbit_random.name
animania:block_straw, Straw
animania:friesian_cheese_wheel, Cheese Wheel (Friesian)
animania:holstein_cheese_wheel, Cheese Wheel (Holstein)
animania:jersey_cheese_wheel, Cheese Wheel (Jersey)
animania:goat_cheese_wheel, Cheese Wheel (Goat)
animania:sheep_cheese_wheel, Cheese Wheel (Sheep)
animania:cheese_mold, Cheese Mold
animania:salt_lick:0, Salt Lick
animania:wool:0, Wool (Dorset, Brown)
animania:wool:1, Wool (Friesian, Black)
animania:wool:2, Wool (Friesian, Brown)
animania:wool:3, Wool (Jacob)
animania:wool:4, Wool (Merino, Brown)
animania:wool:5, Wool (Merino, White)
animania:wool:6, Wool (Suffolk, Brown)
animania:bee_hive, Bee Hive
animania:wild_hive, Bee Nest
animania:block_mud, Farmhouse Mud
animania:block_trough, Trough
animania:block_nest, Nest
animania:block_hamster_wheel, Hamster Wheel
bearwithme:hide_bear:0, Black Bear Hide
bearwithme:hide_bear:1, Grizzly Bear Hide
bearwithme:hide_bear:2, Panda Bear Hide
bearwithme:hide_bear:3, Polar Bear Hide
bewitchment:blessed_stone, Blessed Stone
bewitchment:block_of_amethyst, Block of Amethyst
bewitchment:block_of_garnet, Block of Garnet
bewitchment:block_of_opal, Block of Opal
bewitchment:block_of_silver, Block of Silver
bewitchment:block_of_silver_symbol, Block of Silver
bewitchment:block_of_silver_bevel, Block of Silver
bewitchment:block_of_silver_sun, Block of Silver
bewitchment:block_of_silver_moon, Block of Silver
bewitchment:block_of_silver_cup, Block of Silver
bewitchment:block_of_silver_pentacle, Block of Silver
bewitchment:block_of_silver_sword, Block of Silver
bewitchment:block_of_silver_wand, Block of Silver
bewitchment:block_of_silver_pentagram, Block of Silver
bewitchment:block_of_cold_iron, Block of Cold Iron
bewitchment:block_of_cold_iron_symbol, Block of Cold Iron
bewitchment:block_of_cold_iron_bevel, Block of Cold Iron
bewitchment:block_of_cold_iron_sun, Block of Cold Iron
bewitchment:block_of_cold_iron_moon, Block of Cold Iron
bewitchment:block_of_cold_iron_cup, Block of Cold Iron
bewitchment:block_of_cold_iron_pentacle, Block of Cold Iron
bewitchment:block_of_cold_iron_sword, Block of Cold Iron
bewitchment:block_of_cold_iron_wand, Block of Cold Iron
bewitchment:block_of_cold_iron_pentagram, Block of Cold Iron
bewitchment:block_of_salt, Block of Salt
bewitchment:amethyst_ore, Amethyst Ore
bewitchment:garnet_ore, Garnet Ore
bewitchment:opal_ore, Opal Ore
bewitchment:silver_ore, Silver Ore
bewitchment:salt_ore, Salt Ore
bewitchment:purifying_earth, Purifying Earth
bewitchment:coquina, Coquina
bewitchment:coquina_smooth, Coquina
bewitchment:coquina_shell, Coquina
bewitchment:coquina_bricks, Coquina Bricks
bewitchment:chiseled_coquina, Chiseled Coquina
bewitchment:nethersteel, Nethersteel
bewitchment:nethersteel_symbol, Nethersteel
bewitchment:nethersteel_bevel, Nethersteel
bewitchment:nethersteel_polished, Nethersteel
bewitchment:nethersteel_sentient, Nethersteel
bewitchment:nethersteel_pentacle, Nethersteel
bewitchment:nethersteel_pentagram, Nethersteel
bewitchment:nethersteel_skull, Nethersteel
bewitchment:nethersteel_eye, Nethersteel
bewitchment:nethersteel_watching_eye, Nethersteel
bewitchment:nethersteel_hellish, Nethersteel
bewitchment:nethersteel_watching_hellish, Nethersteel
bewitchment:perpetual_ice, Perpetual Ice
bewitchment:perpetual_ice_stairs, Perpetual Ice Stairs
bewitchment:perpetual_ice_slab:0, Perpetual Ice Slab
bewitchment:perpetual_ice_fence, Perpetual Ice Fence
bewitchment:embittered_bricks, Embittered Bricks
bewitchment:cracked_embittered_bricks, Cracked Embittered Bricks
bewitchment:chiseled_embittered_bricks, Chiseled Embittered Bricks
bewitchment:embittered_brick_stairs, Embittered Brick Stairs
bewitchment:embittered_bricks_slab:0, Embittered Bricks Slab
bewitchment:embittered_brick_fence, Embittered Brick Fence
bewitchment:scorned_bricks, Scorned Bricks
bewitchment:scorned_bricks_symbol, Scorned Bricks
bewitchment:scorned_bricks_bevel, Scorned Bricks
bewitchment:scorned_bricks_hellish, Scorned Bricks
bewitchment:scorned_bricks_raw, Scorned Bricks
bewitchment:scorned_bricks_raw_cracked, Scorned Bricks
bewitchment:scorned_bricks_small, Scorned Bricks
bewitchment:scorned_bricks_soft, Scorned Bricks
bewitchment:scorned_bricks_small_tiles, Scorned Bricks
bewitchment:scorned_bricks_medium_tiles, Scorned Bricks
bewitchment:scorned_bricks_triple, Scorned Bricks
bewitchment:scorned_bricks_braid, Scorned Bricks
bewitchment:scorned_bricks_layers, Scorned Bricks
bewitchment:scorned_bricks_road, Scorned Bricks
bewitchment:scorned_bricks_ornate, Scorned Bricks
bewitchment:scorned_bricks_panel, Scorned Bricks
bewitchment:scorned_bricks_prism, Scorned Bricks
